,zone,code,pitch_type,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,batter_id,g_id,inning,pitcher_id,stand,top,home_team,start_time,weather,wind,pitch_height,pitch_width,FF_height,FF_width,CH_height,CH_width,SL_height,SL_width,FC_height,FC_width,CU_height,CU_width,run_dif,run_total,batter_score
1321,2.0,0,FF,2015071141.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,467143,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",1,0,1,0,0,0,0,0,0,0,0,0,-4.0,4.0,0.04375
1322,4.0,0,CH,2015071141.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,467143,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",0,1,0,0,0,1,0,0,0,0,0,0,-4.0,4.0,0.09183673469387756
1323,4.0,0,SL,2015071141.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,467143,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",0,1,0,0,0,0,0,1,0,0,0,0,-4.0,4.0,0.0859375
1324,1.0,0,FF,2015071142.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,455117,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",1,1,1,1,0,0,0,0,0,0,0,0,-4.0,4.0,0.060085836909871244
1325,5.0,0,FF,2015071142.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,455117,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-4.0,4.0,0.0962962962962963
1326,2.0,0,FF,2015071142.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,455117,201500943,8,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",1,0,1,0,0,0,0,0,0,0,0,0,-4.0,4.0,0.09803921568627451
1327,11.0,0,FF,2015071146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-4.0,4.0,0.06435006435006435
1328,14.0,0,FF,2015071146.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-4.0,4.0,0.053164556962025315
1329,13.0,0,FF,2015071146.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,-4.0,4.0,0.08067940552016985
1330,11.0,0,SL,2015071146.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",2,2,0,0,0,0,2,2,0,0,0,0,-4.0,4.0,0.05228758169934641
1331,14.0,0,CU,2015071146.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,0,0,0,0,0,0,0,0,-2,-2,-4.0,4.0,0.020080321285140562
1332,8.0,0,SL,2015071146.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,595386,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-1,0,0,0,0,0,-1,0,0,0,0,0,-4.0,4.0,0.10919540229885058
1333,9.0,0,FF,2015071147.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,460576,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-1,-1,-1,-1,0,0,0,0,0,0,0,0,-4.0,4.0,0.10714285714285714
1334,12.0,0,FF,2015071147.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,460576,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-4.0,4.0,0.03896103896103896
1335,14.0,0,SL,2015071147.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,460576,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-4.0,4.0,0.06646058732612056
1336,14.0,0,FF,2015071147.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,460576,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-4.0,4.0,0.0775
1337,14.0,0,SL,2015071147.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,460576,201500943,9,453286,R,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-4.0,4.0,0.06646058732612056
1338,8.0,0,CH,2015071148.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,467827,201500943,9,453286,L,False,0,1.1833333333333333,74,"3 mph, Out to CF",-1,0,0,0,-1,0,0,0,0,0,0,0,-4.0,4.0,0.06837606837606838
1339,12.0,0,FF,2015071148.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,467827,201500943,9,453286,L,False,0,1.1833333333333333,74,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-4.0,4.0,0.11594202898550725
1340,13.0,0,CU,2015071148.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,467827,201500943,9,453286,L,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,-2,0,0,0,0,0,0,0,0,-2,-2,-4.0,4.0,0.040229885057471264
1341,14.0,0,CH,2015071148.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,467827,201500943,9,453286,L,False,0,1.1833333333333333,74,"3 mph, Out to CF",-2,2,0,0,-2,2,0,0,0,0,0,0,-4.0,4.0,0.05042016806722689
1342,4.0,0,CH,2015071148.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,467827,201500943,9,453286,L,False,0,1.1833333333333333,74,"3 mph, Out to CF",0,-1,0,0,0,-1,0,0,0,0,0,0,-4.0,4.0,0.09183673469387756
1343,4.0,0,FF,2015077239.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,543281,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.1450381679389313
1344,13.0,0,FF,2015077240.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,516782,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,-2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.07633587786259542
1345,14.0,0,FF,2015077240.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,516782,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.06437768240343347
1346,12.0,0,FF,2015077240.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,516782,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.057534246575342465
1347,6.0,0,FF,2015077241.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,457705,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,-1,0,0,0,0,0,0,0,0,0.0,0.0,0.12552301255230125
1348,14.0,0,FF,2015077241.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,457705,201501026,1,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.09669211195928754
1349,5.0,0,FF,2015077245.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,628356,201501026,2,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0905982905982906
1350,6.0,0,SL,2015077245.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,628356,201501026,2,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0.10119047619047619
1351,14.0,0,SL,2015077246.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,465041,201501026,2,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,0.0,0.0,0.048458149779735685
1352,12.0,0,FF,2015077246.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,465041,201501026,2,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.06752411575562701
1353,13.0,0,FF,2015077246.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,465041,201501026,2,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,-2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.11203319502074689
1354,4.0,0,FF,2015077247.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,476883,201501026,2,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,-1,0,0,0,0,0,0,0,0,0.0,0.0,0.10375275938189846
1355,11.0,0,CH,2015077247.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,476883,201501026,2,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,0,0,2,-2,0,0,0,0,0,0,0.0,0.0,0.09174311926605505
1356,4.0,0,CH,2015077247.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,476883,201501026,2,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0.09183673469387756
1357,4.0,0,CH,2015077247.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,476883,201501026,2,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0.09183673469387756
1358,2.0,0,FF,2015077252.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0967741935483871
1359,13.0,0,FF,2015077252.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.09105180533751962
1360,14.0,0,CU,2015077252.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,0,0,0,0,0,0,-2,2,0.0,0.0,0.038834951456310676
1361,14.0,0,CU,2015077252.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,0,0,0,0,0,0,-2,2,0.0,0.0,0.038834951456310676
1362,11.0,0,FF,2015077252.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.046632124352331605
1363,2.0,0,FF,2015077252.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,570256,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0967741935483871
1364,1.0,0,FF,2015077253.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,474568,201501026,3,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.060085836909871244
1365,13.0,0,FF,2015077254.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,434538,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.08067940552016985
1366,11.0,0,FF,2015077254.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,434538,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.06435006435006435
1367,3.0,0,FF,2015077254.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,434538,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.043478260869565216
1368,7.0,0,FF,2015077254.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,434538,201501026,3,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0,0.0,0.08717948717948718
1369,11.0,0,FF,2015077258.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,543281,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0,0.08074534161490683
1370,3.0,0,SL,2015077258.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,543281,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,-1,0,0,0,0,1,-1,0,0,0,0,0.0,0.0,0.03636363636363636
1371,11.0,0,SL,2015077258.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,543281,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,0,0,0,0,2,2,0,0,0,0,0.0,0.0,0.05228758169934641
1372,9.0,0,FF,2015077258.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,543281,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0,0.0,0.045112781954887216
1373,6.0,0,CU,2015077259.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.05714285714285714
1374,14.0,0,FF,2015077259.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.06437768240343347
1375,12.0,0,FF,2015077259.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.057534246575342465
1376,4.0,0,CH,2015077259.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.09183673469387756
1377,12.0,0,FC,2015077259.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,0,0,0,0,0,0,2,-2,0,0,0.0,0.0,0.0967741935483871
1378,5.0,0,FF,2015077259.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.13297872340425532
1379,14.0,0,FF,2015077259.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.06437768240343347
1380,6.0,0,CH,2015077259.0,3.0,2.0,1.0,8.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,-1,0,0,0,0,0,0,0.0,0.0,0.0
1381,1.0,0,SL,2015077259.0,3.0,2.0,1.0,9.0,0.0,0.0,0.0,516782,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.05333333333333334
1382,11.0,0,SL,2015077260.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,457705,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,0,0,0,0,2,2,0,0,0,0,0.0,0.0,0.05228758169934641
1383,8.0,0,SL,2015077260.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,457705,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0,0.09701492537313433
1384,2.0,0,FF,2015077260.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,457705,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.08465608465608465
1385,12.0,0,FF,2015077260.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,457705,201501026,4,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0,0.07441016333938294
1386,8.0,0,SL,2015077265.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,628356,201501026,5,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,0,0,0,0,0,-1,0,0,0,0,0,-1.0,1.0,0.10919540229885058
1387,11.0,0,FF,2015077266.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,465041,201501026,5,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0,0.12238805970149254
1388,9.0,0,SL,2015077266.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,465041,201501026,5,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1.0,1.0,0.06912442396313365
1389,14.0,0,SL,2015077266.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,465041,201501026,5,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-1.0,1.0,0.048458149779735685
1390,1.0,0,FF,2015077266.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,465041,201501026,5,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,1,1,1,0,0,0,0,0,0,0,0,-1.0,1.0,0.060085836909871244
1391,1.0,0,FF,2015077267.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,-1,1,-1,0,0,0,0,0,0,0,0,-1.0,1.0,0.060085836909871244
1392,14.0,0,CU,2015077267.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,0,0,0,0,0,0,-2,2,-1.0,1.0,0.04
1393,2.0,0,FF,2015077267.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,0,1,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.04375
1394,14.0,0,CH,2015077267.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,-2,2,0,0,0,0,0,0,-1.0,1.0,0.02702702702702703
1395,4.0,0,FF,2015077267.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,-1,0,0,0,0,0,0,0,0,-1.0,1.0,0.10375275938189846
1396,14.0,0,CU,2015077267.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,0,0,0,0,0,0,-2,2,-1.0,1.0,0.04
1397,5.0,0,CH,2015077267.0,3.0,2.0,2.0,7.0,0.0,0.0,0.0,476883,201501026,5,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.11864406779661017
1398,11.0,0,CU,2015077271.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,570256,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,0,0,0,0,0,0,0,0,2,-2,-1.0,1.0,0.026785714285714284
1399,13.0,0,FF,2015077271.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,570256,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0,0.09105180533751962
1400,9.0,0,CH,2015077271.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,570256,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-1,1,0,0,-1,1,0,0,0,0,0,0,-1.0,1.0,0.01818181818181818
1401,8.0,0,SL,2015077272.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,474568,201501026,6,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,0,0,0,0,0,-1,0,0,0,0,0,-1.0,1.0,0.09803921568627451
1402,14.0,0,SL,2015077272.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,474568,201501026,6,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-1.0,1.0,0.04510108864696734
1403,11.0,0,FF,2015077273.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0,0.06435006435006435
1404,11.0,0,FF,2015077273.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0,0.06435006435006435
1405,2.0,0,FF,2015077273.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,0,1,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.04375
1406,14.0,0,CH,2015077273.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,-2,2,0,0,0,0,0,0,-1.0,1.0,0.06647398843930635
1407,13.0,0,FF,2015077273.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0,0.08067940552016985
1408,4.0,0,CU,2015077273.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,0,0,0,0,0,0,-1,-1.0,1.0,0.043478260869565216
1409,3.0,0,CH,2015077273.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,434538,201501026,6,453286,L,True,1,4.083333333333333,91,"2 mph, R to L",1,1,0,0,1,1,0,0,0,0,0,0,-1.0,1.0,0.0
1410,1.0,0,FF,2015077282.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,543281,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,1,1,1,0,0,0,0,0,0,0,0,-5.0,5.0,0.05084745762711865
1411,12.0,0,FF,2015077282.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,543281,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,-2,2,-2,0,0,0,0,0,0,0,0,-5.0,5.0,0.06060606060606061
1412,14.0,0,CH,2015077282.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,543281,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,-2,-2,0,0,0,0,0,0,-5.0,5.0,0.06707317073170732
1413,14.0,0,SL,2015077282.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,543281,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-5.0,5.0,0.07824427480916031
1414,9.0,0,FF,2015077283.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,516782,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,-1,-1,-1,0,0,0,0,0,0,0,0,-5.0,5.0,0.1223021582733813
1415,3.0,0,FF,2015077283.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,516782,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,-1,1,-1,0,0,0,0,0,0,0,0,-5.0,5.0,0.07207207207207207
1416,14.0,0,SL,2015077283.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,516782,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-5.0,5.0,0.05598755832037325
1417,14.0,0,SL,2015077284.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,457705,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-5.0,5.0,0.05502392344497608
1418,6.0,0,FF,2015077284.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,457705,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,-1,0,0,0,0,0,0,0,0,-5.0,5.0,0.12552301255230125
1419,4.0,0,FF,2015077284.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,457705,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,1,0,1,0,0,0,0,0,0,0,0,-5.0,5.0,0.15263157894736842
1420,14.0,0,SL,2015077284.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,457705,201501026,7,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-5.0,5.0,0.05502392344497608
1421,7.0,0,SL,2015077289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-1,1,0,0,0,0,-1,1,0,0,0,0,-6.0,6.0,0.11538461538461539
1422,3.0,0,FF,2015077289.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",1,-1,1,-1,0,0,0,0,0,0,0,0,-6.0,6.0,0.043478260869565216
1423,5.0,0,FF,2015077289.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,0,0,0,0,0,0,0,0,0,0,0,-6.0,6.0,0.0905982905982906
1424,11.0,0,FF,2015077289.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,2,2,0,0,0,0,0,0,0,0,-6.0,6.0,0.09352517985611511
1425,6.0,0,SL,2015077289.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",0,-1,0,0,0,0,0,-1,0,0,0,0,-6.0,6.0,0.10119047619047619
1426,13.0,0,CU,2015077289.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",-2,2,0,0,0,0,0,0,0,0,-2,2,-6.0,6.0,0.0481283422459893
1427,11.0,0,FF,2015077289.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,628356,201501026,8,453286,R,True,1,4.083333333333333,91,"2 mph, R to L",2,2,2,2,0,0,0,0,0,0,0,0,-6.0,6.0,0.09352517985611511
