,zone,code,pitch_type,ab_id,b_count,s_count,outs,pitch_num,on_1b,on_2b,on_3b,batter_id,g_id,inning,pitcher_id,stand,top,home_team,start_time,weather,wind,pitch_height,pitch_width,FF_height,FF_width,CH_height,CH_width,SL_height,SL_width,FC_height,FC_width,CU_height,CU_width,run_dif,run_total
0,13.0,0,FF,2015000632.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0
1,11.0,0,FF,2015000632.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
2,11.0,0,FF,2015000632.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
3,14.0,0,CH,2015000632.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,2,0,0,-2,2,0,0,0,0,0,0,0.0,0.0
4,11.0,0,FF,2015000632.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
5,11.0,0,CH,2015000632.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,0,0,2,-2,0,0,0,0,0,0,0.0,0.0
6,2.0,0,FF,2015000632.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
7,11.0,1,FF,2015000632.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,434158,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
8,12.0,0,FF,2015000633.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,431151,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
9,4.0,0,FF,2015000633.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,431151,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
10,8.0,0,SL,2015000633.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,431151,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0
11,8.0,0,SL,2015000633.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,431151,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0
12,1.0,0,FF,2015000634.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,446263,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",1,-1,1,-1,0,0,0,0,0,0,0,0,0.0,0.0
13,1.0,0,FF,2015000634.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,446263,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",1,-1,1,-1,0,0,0,0,0,0,0,0,0.0,0.0
14,13.0,0,CH,2015000634.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,446263,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,-2,-2,0,0,0,0,0,0,0.0,0.0
15,1.0,0,FF,2015000634.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,446263,201500010,1,453286,L,True,1,4.15,76,"14 mph, Out to CF",1,-1,1,-1,0,0,0,0,0,0,0,0,0.0,0.0
16,5.0,0,FF,2015000635.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,150212,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
17,14.0,0,FF,2015000635.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,150212,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0
18,11.0,0,FF,2015000635.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,150212,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0
19,13.0,0,CH,2015000635.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,150212,201500010,1,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,2,0,0,-2,2,0,0,0,0,0,0,0.0,0.0
20,13.0,0,FF,2015000641.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502517,201500010,2,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,0.0,0.0
21,4.0,0,FF,2015000642.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,501571,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
22,11.0,0,FF,2015000642.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,501571,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,0.0,0.0
23,4.0,0,FF,2015000642.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,501571,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
24,5.0,0,SL,2015000642.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,501571,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,8.0,0,FF,2015000643.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,518595,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0
26,1.0,0,FF,2015000643.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,518595,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0
27,8.0,0,SL,2015000643.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,518595,201500010,2,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,0,0,-1,0,0,0,0,0,0.0,0.0
28,7.0,0,FF,2015000647.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,527038,201500010,3,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,1,-1,1,0,0,0,0,0,0,0,0,0.0,0.0
29,6.0,0,FF,2015000647.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,527038,201500010,3,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,-1,0,-1,0,0,0,0,0,0,0,0,0.0,0.0
30,12.0,0,FF,2015000647.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,527038,201500010,3,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
31,2.0,0,FC,2015000648.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112526,201500010,3,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
32,1.0,0,FF,2015000648.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,112526,201500010,3,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0
33,6.0,0,FF,2015000649.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,434158,201500010,3,453286,L,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0
34,8.0,0,CU,2015000649.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,434158,201500010,3,453286,L,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,0,0,0,0,0,0,-1,0,0.0,0.0
35,4.0,0,SL,2015000653.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,431151,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0
36,14.0,0,SL,2015000653.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,431151,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,0.0,0.0
37,9.0,0,FF,2015000653.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,431151,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.0,0.0
38,13.0,0,FF,2015000653.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,431151,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,0.0,0.0
39,14.0,0,CU,2015000654.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,446263,201500010,4,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,2,0,0,0,0,0,0,0,0,-2,2,0.0,0.0
40,11.0,0,FF,2015000654.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,446263,201500010,4,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
41,5.0,0,SL,2015000655.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,150212,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
42,12.0,0,FF,2015000655.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,150212,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,0.0,0.0
43,13.0,0,FF,2015000655.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,150212,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,0.0,0.0
44,2.0,0,FF,2015000655.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,150212,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
45,7.0,0,FF,2015000655.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,150212,201500010,4,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,1,-1,1,0,0,0,0,0,0,0,0,0.0,0.0
46,13.0,0,FF,2015000660.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502517,201500010,5,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
47,14.0,0,FF,2015000660.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,502517,201500010,5,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,-1.0,1.0
48,13.0,0,CH,2015000660.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,502517,201500010,5,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,-2,-2,0,0,0,0,0,0,-1.0,1.0
49,1.0,0,SL,2015000661.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,501571,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,1,0,0,0,0,1,1,0,0,0,0,-1.0,1.0
50,5.0,0,FF,2015000661.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,501571,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
51,5.0,0,FF,2015000661.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,501571,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
52,14.0,0,FF,2015000662.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,518595,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
53,8.0,0,SL,2015000662.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,518595,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,0,0,-1,0,0,0,0,0,-1.0,1.0
54,5.0,0,FF,2015000662.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,518595,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
55,14.0,0,SL,2015000662.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,518595,201500010,5,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,-1.0,1.0
56,5.0,0,FF,2015000666.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,527038,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
57,3.0,0,SL,2015000666.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,527038,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,-1,0,0,0,0,1,-1,0,0,0,0,-1.0,1.0
58,14.0,0,FF,2015000667.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,112526,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
59,7.0,0,FF,2015000667.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,112526,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,1,-1,1,0,0,0,0,0,0,0,0,-1.0,1.0
60,11.0,0,SL,2015000667.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,112526,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,2,0,0,0,0,2,2,0,0,0,0,-1.0,1.0
61,11.0,0,FF,2015000667.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,112526,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0
62,11.0,0,SL,2015000667.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,112526,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",2,2,0,0,0,0,2,2,0,0,0,0,-1.0,1.0
63,11.0,0,FF,2015000668.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,434158,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
64,8.0,0,CH,2015000668.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,434158,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,-1,0,0,0,0,0,0,0,-1.0,1.0
65,11.0,0,FF,2015000668.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,434158,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
66,11.0,1,FF,2015000668.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,434158,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
67,4.0,1,FF,2015000669.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,431151,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,-1.0,1.0
68,6.0,0,CH,2015000670.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,446263,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",0,1,0,0,0,1,0,0,0,0,0,0,-1.0,1.0
69,11.0,0,FF,2015000670.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,446263,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
70,8.0,0,FF,2015000670.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,446263,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",-1,0,-1,0,0,0,0,0,0,0,0,0,-1.0,1.0
71,11.0,1,FF,2015000670.0,1.0,2.0,2.0,4.0,0.0,1.0,1.0,446263,201500010,6,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
72,14.0,0,FF,2015000671.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,150212,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,1.0,3.0
73,9.0,0,SL,2015000671.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,150212,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,-1,0,0,0,0,-1,-1,0,0,0,0,1.0,3.0
74,9.0,0,FF,2015000671.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,150212,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,-1,-1,-1,0,0,0,0,0,0,0,0,1.0,3.0
75,9.0,0,CH,2015000671.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,150212,201500010,6,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,-1,0,0,-1,-1,0,0,0,0,0,0,1.0,3.0
76,11.0,0,CH,2015000677.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,502517,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,0,0,2,-2,0,0,0,0,0,0,1.0,3.0
77,11.0,0,CH,2015000677.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,502517,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,0,0,2,-2,0,0,0,0,0,0,1.0,3.0
78,13.0,1,FF,2015000678.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,501571,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,1.0,3.0
79,14.0,0,SL,2015000679.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,518595,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,1.0,3.0
80,7.0,0,FF,2015000679.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,518595,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",-1,1,-1,1,0,0,0,0,0,0,0,0,1.0,3.0
81,14.0,0,SL,2015000679.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,518595,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,1.0,3.0
82,14.0,0,SL,2015000679.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,518595,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,-2,-2,0,0,0,0,1.0,3.0
83,1.0,1,SL,2015000679.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,518595,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",1,1,0,0,0,0,1,1,0,0,0,0,1.0,3.0
84,6.0,0,SL,2015000680.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,527038,201500010,7,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,-1,0,0,0,0,0,-1,0,0,0,0,2.0,4.0
85,5.0,0,FF,2015000681.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,543590,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0
86,11.0,0,FF,2015000681.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,543590,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,2.0,4.0
87,14.0,0,CH,2015000681.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,543590,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,2,0,0,-2,2,0,0,0,0,0,0,2.0,4.0
88,8.0,0,CH,2015000681.0,1.0,2.0,2.0,4.0,0.0,0.0,1.0,543590,201500010,7,453286,L,True,1,4.15,76,"14 mph, Out to CF",-1,0,0,0,-1,0,0,0,0,0,0,0,2.0,4.0
89,11.0,0,FF,2015000685.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,434158,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,2.0,4.0
90,13.0,0,CU,2015000685.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,434158,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,0,0,0,0,0,0,0,0,-2,-2,2.0,4.0
91,11.0,0,FF,2015000685.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,434158,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,2.0,4.0
92,7.0,0,CH,2015000685.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,434158,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",-1,-1,0,0,-1,-1,0,0,0,0,0,0,2.0,4.0
93,4.0,0,FF,2015000686.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,431151,201500010,8,453286,R,True,1,4.15,76,"14 mph, Out to CF",0,1,0,1,0,0,0,0,0,0,0,0,2.0,4.0
94,13.0,0,FF,2015000687.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,446263,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,2.0,4.0
95,5.0,1,CH,2015000687.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,446263,201500010,8,453286,L,True,1,4.15,76,"14 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,2.0,4.0
96,13.0,1,FF,2015000688.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,150212,201500010,8,453286,R,True,1,4.15,76,"14 mph, Out to CF",-2,2,-2,2,0,0,0,0,0,0,0,0,2.0,4.0
97,11.0,0,FF,2015006895.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
98,12.0,0,FF,2015006895.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0
99,2.0,0,FF,2015006895.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",1,0,1,0,0,0,0,0,0,0,0,0,-1.0,1.0
100,12.0,0,FF,2015006895.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0
101,5.0,0,FF,2015006895.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
102,12.0,0,FF,2015006895.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0
103,11.0,1,FF,2015006895.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,519184,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
104,5.0,0,FF,2015006896.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,520471,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
105,11.0,0,FF,2015006896.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,520471,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
106,11.0,0,FF,2015006896.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,520471,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
107,11.0,0,FF,2015006897.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,605125,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
108,13.0,0,FF,2015006897.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,605125,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
109,11.0,0,FF,2015006897.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,605125,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,-2,2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
110,13.0,0,CH,2015006897.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,605125,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",-2,-2,0,0,-2,-2,0,0,0,0,0,0,-1.0,1.0
111,8.0,0,FF,2015006898.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,429667,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",-1,0,-1,0,0,0,0,0,0,0,0,0,-1.0,1.0
112,14.0,0,FC,2015006898.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,429667,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",-2,2,0,0,0,0,0,0,-2,2,0,0,-1.0,1.0
113,13.0,0,FF,2015006898.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,429667,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",-2,-2,-2,-2,0,0,0,0,0,0,0,0,-1.0,1.0
114,3.0,0,FF,2015006898.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,429667,201500091,1,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",1,1,1,1,0,0,0,0,0,0,0,0,-1.0,1.0
115,5.0,0,FF,2015006902.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,425796,201500091,2,453286,R,False,0,1.6333333333333333,62,"3 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
116,5.0,0,SL,2015006902.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,425796,201500091,2,453286,R,False,0,1.6333333333333333,62,"3 mph, Out to CF",0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0
117,12.0,0,FF,2015006903.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,546318,201500091,2,453286,L,False,0,1.6333333333333333,62,"3 mph, Out to CF",2,2,2,2,0,0,0,0,0,0,0,0,-1.0,1.0
